id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,platform
tm89464,Miracle on 34th Street,MOVIE,"Kris Kringle, seemingly the embodiment of Santa Claus, is asked to portray the jolly old fellow at Macy's following his performance in the Thanksgiving Day parade. His portrayal is so complete that many begin to question if he truly is Santa Claus, while others question his sanity.",1947,G,96,"['drama', 'comedy', 'family']",['US'],,tt0039628,7.9,51756,14.95,7.3,disney
tm6609,The Skeleton Dance,MOVIE,"The clock strikes midnight, the bats fly from the belfry, a dog howls at the full moon, and two black cats fight in the cemetery: a perfect time for four skeletons to come out and dance a bit.",1929,,5,"['comedy', 'horror']",['US'],,,,,9.123,7.3,disney
tm61729,The Adventures of Ichabod and Mr. Toad,MOVIE,"The Wind in the Willows: Concise version of Kenneth Grahame's story of the same name. J. Thaddeus Toad, owner of Toad Hall, is prone to fads, such as the newfangled motor car. This desire for the very latest lands him in much trouble with the wrong crowd, and it is up to his friends, Mole, Rat and Badger to save him from himself. - The Legend of Sleepy Hollow: Retelling of Washington Irving's story set in a tiny New England town. Ichabod Crane, the new schoolmaster, falls for the town beauty, Katrina Van Tassel, and the town Bully Brom Bones decides that he is a little too successful and needs ""convincing"" that Katrina is not for him.",1949,G,68,"['fantasy', 'animation', 'horror', 'comedy', 'family']",['US'],,tt0041094,6.9,17413,23.351,6.5,disney
tm61052,Cinderella,MOVIE,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",1950,G,74,"['animation', 'romance', 'family', 'fantasy', 'comedy', 'music', 'drama']",['US'],,tt0042332,7.3,170408,71.072,7,disney
tm87946,Dumbo,MOVIE,"Dumbo is a baby elephant born with over-sized ears and a supreme lack of confidence. But thanks to his even more diminutive buddy Timothy the Mouse,  the pint-sized pachyderm learns to surmount all obstacles.",1941,G,64,"['animation', 'family', 'fantasy', 'drama']",['US'],,tt0033563,7.2,139347,70.931,6.996,disney
tm74391,Fantasia,MOVIE,"Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.",1940,G,124,"['animation', 'family', 'fantasy', 'music']",['US'],,tt0032455,7.7,101780,35.954,7.4,disney
tm79357,Bambi,MOVIE,"Bambi's tale unfolds from season to season as the young prince of the forest learns about life, love, and friends.",1942,G,70,"['drama', 'family', 'animation']",['US'],,tt0034492,7.3,151027,57.516,7.006,disney
tm160778,Donald's Cousin Gus,MOVIE,"Donald Duck's gluttonous cousin, Gus Goose, comes for a visit and practically eats him out of house and home. When the direct approach to getting rid of his voracious houseguest  fails, Donald resorts to desperate measures to dislodge him.",1939,,8,['comedy'],['US'],,,,,6.729,6.464,disney
tm67803,Snow White and the Seven Dwarfs,MOVIE,"A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.",1937,G,83,"['fantasy', 'animation', 'family', 'romance', 'drama', 'thriller']",['US'],,tt0029583,7.6,211182,81.763,7.12,disney
tm62671,Treasure Island,MOVIE,"Enchanted by the idea of locating treasure buried by Captain Flint, Squire Trelawney, Dr. Livesey and Jim Hawkins charter a sailing voyage to a Caribbean island. Unfortunately, a large number of Flint's old pirate crew are aboard the ship, including Long John Silver.",1950,,96,"['family', 'action']","['GB', 'US']",,tt0043067,6.9,9172,15.208,6.543,disney
tm82546,Pinocchio,MOVIE,"When loving Geppetto creates a wooden puppet, his wish is granted when it comes to life as a little wooden boy named Pinocchio. With his faithful friend and conscience Jiminy Cricket by his side, Pinocchio, embarks on fantastic adventures that his bravery, loyalty and honesty until triumphs in his triumphs in his quest for his heart's desire: to become a real boy.",1940,G,88,"['animation', 'family', 'fantasy', 'comedy']",['US'],,tt0032910,7.5,156307,68.564,7.1,disney
tm67261,Goofy Gymnastics,MOVIE,"Inspired by a magazine ad, Goofy sends for a mail order body building course. First is weight lifting; after Goofy finally gets the weights up, a fly lands and sends him crashing through several floors in the apartment building. Chinups: the bar itself goes up and down. Then a rubber-band stretch device, which Goofy quickly tangles up in, sending him crashing through the building and several other pieces of equipment.",1949,,6,['animation'],['US'],,,,,5.058,6.8,disney
tm87968,Early to Bed,MOVIE,"Donald has to get up early, but everything seems to be working to keep him awake. His loudly ticking alarm clock resists several attempts to quiet it. Donald ultimately swallows it; the glow-in-the-dark dial can be seen through his feathers. Then his folding bed folds up on him. Springs start popping out of it; Donald builds an elaborate framework to hold it down. Finally, enough of the clock reassembles itself to sound the alarm and night is over.",1941,,8,['comedy'],['US'],,,,,3.941,6.7,disney
tm89831,Fun and Fancy Free,MOVIE,"Jiminy Cricket hosts two Disney animated shorts: Bongo about a circus bear escaping to the wild, and Mickey and the Beanstalk, a take on the famous fairy tale.",1947,G,73,"['animation', 'comedy', 'family', 'fantasy', 'romance']",['US'],,tt0039404,6.4,9105,16.513,6.4,disney
tm4623,The Three Caballeros,MOVIE,"For Donald's birthday he receives a box with three gifts inside. The gifts, a movie projector, a pop-up book, and a pinata, each take Donald on wild adventures through Mexico and South America.",1944,G,71,"['animation', 'family', 'music', 'fantasy', 'comedy']",['US'],,tt0038166,6.3,15165,20.677,6.3,disney
tm77407,Saludos Amigos,MOVIE,"A whimsical blend of live action and animation, ""Saludos Amigos"" is a colorful kaleidoscope of art, adventure and music set to a toe-tapping samba beat. From high Andes peaks and Argentina's pampas to the sights and sounds of Rio de Janeiro, your international traveling companions are none other than those famous funny friends, Donald Duck and Goofy. They keep things lively as Donald encounters a stubborn llama and ""El Gaucho"" Goofy tries on the cowboy way of life....South American-style.",1942,,41,"['music', 'animation', 'action', 'family', 'fantasy', 'comedy']",['US'],,tt0036326,6.1,6506,17.369,5.9,disney
tm5822,Melody Time,MOVIE,"In the grand tradition of Disney's great musical classics, Melody Time features seven timeless stories, each enhanced with high-spirited music and unforgettable characters. You'll be sure to tap your toes and clap your hands in this witty feast for the eyes and ears.",1948,,75,"['music', 'family', 'animation', 'comedy']",['US'],,tt0040580,6.1,6701,15.259,6.2,disney
tm134279,Three Little Pigs,MOVIE,"The two pigs building houses of hay and sticks scoff at their brother, building the brick house. But when the wolf comes around and blows their houses down (after trickery like dressing as a foundling sheep fails), they run to their brother's house. And throughout, they sing the classic song, ""Who's Afraid of the Big Bad Wolf?"".",1933,,8,['comedy'],['US'],,,,,13.281,6.835,disney
tm77826,The Reluctant Dragon,MOVIE,"Humorist Robert Benchley attempts to find Walt Disney to ask him to adapt a short story about a gentle dragon who would rather recite poetry than be ferocious. Along the way, he is given a tour of Walt Disney Studios, and learns about the animation process.",1941,G,74,"['comedy', 'family', 'animation']",['US'],,tt0034091,6.7,3698,12.033,6.7,disney
tm8579,Ferdinand the Bull,MOVIE,"This Oscar-winning short tells of a bull who preferred to sit under trees and smell flowers to clashing horns with his fellow animals. As luck would have it, an untimely bee reveals Ferdinand's ferocious side via pained howls and wild stomping. This lands him in the bull-fighting arena amidst characters based on Walt's animators with a matador reportedly modeled after Walt himself.",1938,G,8,"['animation', 'comedy', 'family']",['US'],,,,,11.373,6.6,disney
tm330224,The Ugly Duckling,MOVIE,An outcast duckling's search for a family to accept him leads to constant rejection before learning his true identity as a swan.,1939,,9,['comedy'],['US'],,,,,10.984,6.9,disney
tm97393,The Wise Little Hen,MOVIE,"Join Donald Duck in his debut in the classic animated short The Wise Little Hen. The Little Hen is planting corn and would like to have help from Peter Pig and Donald Duck, but they refuse stating they each have a ""tummy ache."" When it comes time to harvest the corn, Peter Pig and Donald still refuse to help the Hen, so she and her chicks do the harvest by themselves. Finally, the hen cooks the corn and offers some to Donald and Peter Pig, but when they look more carefully they discover a surprise.",1934,,8,"['animation', 'comedy', 'music']",['US'],,,,,10.909,6.4,disney
tm3616,Steamboat Willie,MOVIE,"Mickey Mouse, piloting a steamboat, delights his passenger, Minnie, by making musical instruments out of the menagerie on deck.",1928,G,7,['animation'],['US'],,,,,10.519,7.3,disney
tm112420,Three Little Wolves,MOVIE,Two little pigs cry wolf on their brother and then an actual wolf comes.,1936,,9,['animation'],['US'],,,,,10.269,6.7,disney
tm7516,Brave Little Tailor,MOVIE,"When a giant threatens the land, the cityfolk mistake Mickey's boast of killing seven flies with one blow to be giants. He is then forced to fight the giant for real.",1938,,9,"['fantasy', 'animation']",['US'],,,,,10.264,6.98,disney
tm4759,Flowers and Trees,MOVIE,A jealous stump threatens two trees that are in love by starting a forest fire. When the rain comes and puts out the fire the forest revives and celebrates the wedding.,1932,,8,['animation'],['US'],,,,,9.848,6.712,disney
tm103794,The Grasshopper and the Ants,MOVIE,"As in the classic fable, the grasshopper plays his fiddle and lives for the moment, while the industrious ants squirrel away massive amounts of food for the winter. With his song, he's able to convince at least one small ant until the queen arrives and scares him back to work. The queen warns the grasshopper of the trouble he'll be in, come winter. Winter comes, and the grasshopper, near starvation, stumbles across the ants, who are having a full-on feast in their snug little tree. They take him in and warm him up. The queen tells him only those who work can eat so he must play for them. Written by Jon Reeves",1934,,8,['animation'],['US'],,,,,9.692,6.5,disney
tm100567,The Big Bad Wolf,MOVIE,The Big Bad Wolf torments Little Red Riding Hood and the Three Little Pigs.,1934,,9,['animation'],['US'],,,,,9.387,6.5,disney
tm165060,The Tortoise and the Hare,MOVIE,"The Tortoise and the Hare is an animated short film released on January 5, 1935 by United Artists, produced by Walt Disney and directed by Wilfred Jackson. Based on an Aesop's fable of the same name, The Tortoise and the Hare won the 1934 Academy Award for Best Short Subject: Cartoons. This cartoon is also believed to be one of the influences for Bugs Bunny.",1935,,9,"['family', 'fantasy', 'animation', 'documentation']",['US'],,,,,9.305,6.651,disney
tm67239,Lonesome Ghosts,MOVIE,"On a dark and stormy night, four bored ghosts decide to have some fun by calling the ""Ajax Ghost Exterminators."" Shriek with laughter as ghost hunters Mickey, Donald and Goofy are scared silly by the hilarious haunts and taunts of these spirited pranksters!",1937,,9,['comedy'],['US'],,,,,9.007,6.8,disney
tm160443,On Ice,MOVIE,Mickey shows off his ice-skating skills to Minnie; Goofy does some unconventional ice fishing; Donald straps skates to Pluto and laughs at his attempts to skate. Donald gets strapped to a kite and is about to be swept over a waterfall when Mickey pulls off an heroic rescue.,1935,,8,['animation'],['US'],,,,,8.631,6.6,disney
tm165357,The Band Concert,MOVIE,"Mickey is trying to lead a concert of The William Tell Overture, but he's continually disrupted by ice cream vendor Donald, who uses a seemingly endless supply of flutes to play Turkey in the Straw instead. After Donald gives up, a bee comes along and causes his own havoc. The band then reaches the Storm sequence, and the weather also starts to pick up; a tornado comes along, but they keep playing.",1935,,9,['comedy'],['US'],,,,,8.322,7.178,disney
tm4844,Santa's Workshop,MOVIE,Santa's little helpers must hurry to finish the toys before Christmas Day.,1932,,7,['animation'],['US'],,,,,8.32,6.536,disney
tm116172,Thru The Mirror,MOVIE,"Mickey has been reading Alice in Wonderland, and falls asleep. He finds himself on the other side of the mirror, where the furniture is alive. He eats a walnut, which makes him briefly larger, then small. He dances around a lot, ultimately doing a major number with a deck of cards. He dances with the queen, making the king jealous. He comes after Mickey with swords, and Mickey defends himself with a sewing needle. Mickey gets the upper hand, and the king calls for reinforcements. Mickey finds himself chased by several decks, which throw their spots at him. He turns on a fan and blows them away, back through the mirror, where his alarm is ringing.",1936,,9,"['family', 'fantasy', 'animation']",['US'],,,,,8.093,7.2,disney
tm8380,Donald's Nephews,MOVIE,"Donald's sister Dumbella sends her three sons Huey, Dewey, and Louie to visit their uncle Donald. They prove to be quite a handful for Donald, even with help from his book on child rearing.",1938,,8,['comedy'],['US'],,,,,7.989,6.3,disney
tm8026,Mickey's Trailer,MOVIE,"Goofy's in the driver's seat, Mickey's in the kitchen, and Donald's in bed in Mickey's high-tech house trailer. When Goofy comes back to eat breakfast, leaving the car on autopilot, it takes them onto a dangerous closed mountain road. When Goofy realizes this, he accidentally unhooks the trailer, sending it on a perilous route. They come very close to disaster several times, while the oblivious Goofy drives on and hooks back up to them.",1938,,7,['comedy'],['US'],,,,,7.97,7.307,disney
tm7478,Boat Builders,MOVIE,"Mickey buys a boat kit, and enlists Goofy and Donald to help assemble it. The plans say, ""so simple a child could do it"", so of course, they have their share of troubles. But before long, they're ready to launch the Queen Minnie, with appropriate fanfare, at which time, all the collapsible parts collapse.",1938,,9,['animation'],['US'],,,,,7.899,6.887,disney
tm74440,Mickey's Birthday Party,MOVIE,"The gang throws Mickey a surprise birthday party; his present is an electric organ, which Minnie plays while Mickey does a jazzy dance. Goofy bakes the cake, but keeps having trouble with it falling. The gang does a conga line to a Latin tune.",1942,,8,"['animation', 'comedy', 'family']",['US'],,,,,7.593,6.2,disney
tm63024,The Old Mill,MOVIE,"Night in an old mill is dramatically depicted in this Oscar-winning short in which the frightened occupants, including birds, timid mice, owls, and other creatures try to stay safe and dry as a storm approaches. As the thunderstorm worsens, the mill wheel begins to turn and the whole mill threatens to blow apart until at last the storm subsides.",1937,,9,"['animation', 'thriller', 'family']",['US'],,,,,7.517,7.3,disney
tm64663,Clock Cleaners,MOVIE,"It's time to laugh like crazy as Mickey, Goofy and Donald fight against raging gears, twisted springs, deafening bells and a sleeping stork. Watch them reach new heights of humor as their valiant efforts to clean a bell tower turn into a real circus!",1937,,9,['animation'],['US'],,,,,7.499,7.017,disney
tm74410,Tugboat Mickey,MOVIE,"Mickey is performing routine maintenance on his tugboat (with interference from a pelican) when a call comes on the radio that there's a sinking ship needing assistance. Sadly, Mickey's crew consists of Donald and Goofy, so getting underway to help is not easy. Goofy has to fight a boiler's door to get it stoked with coal (and when he succeeds, he overfills it) and Donald gets tangled up in the machinery. Not to mention that nobody casts off, so they drag half the dock along with them. The overworked boiler soon explodes.",1940,,7,['comedy'],['US'],,,,,7.067,6.3,disney
tm110541,Mickey's Rival,MOVIE,"Minnie's old friend, Mortimer Mouse, drops in on Mickey and Minnie's picnic. His practical jokes and coming on to Minnie soon have Mickey stewing, and their car isn't happy either. When Mortimer gets a nearby bull enraged and takes off, the car comes to the rescue after Mickey gets tangled up in a red blanket.",1936,,8,"['romance', 'animation']",['US'],,,,,6.964,6.2,disney
tm3021,Babes in the Woods,MOVIE,"Two Dutch children stumble on a clearing in the woods where gnomes are going about their business. The gnomes are friendly to the children. A witch comes and takes them away on her broom to her gingerbread house, where she turns nasty on them, turning the boy into a spider, her yowling cat to stone, and tries to turn the girl into a rat when a gnome's arrow stops her. While the gnomes are fighting the witch, Hansel and Gretl free the other children who have been imprisoned and transformed by the witch.",1932,,8,['animation'],['US'],,,,,6.542,6.1,disney
tm160483,Society Dog Show,MOVIE,"Rather out of place at a swanky dog show, Pluto flirts with Fifi, a dainty Pekingese. The judge orders Mickey and Pluto to leave, but when a fire breaks out Pluto rescues Fifi and is proclaimed a hero.",1939,,8,['comedy'],['US'],,,,,6.488,6.5,disney
tm113865,Donald's Tire Trouble,MOVIE,"Donald, driving in the country, is frustrated in his attempts to fix a flat tire. The jack breaks, the radiator explodes, then the remaining three tires go flat. Donald gives up in disgust and drives on with the flats.",1943,,7,['comedy'],['US'],,,,,6.461,6.5,disney
tm76282,Bone Trouble,MOVIE,Pluto is on the run after stealing a bone from Butch the bulldog and finds refuge in a carnival Hall of Mirrors.,1940,,9,['comedy'],['US'],,,,,6.444,6.5,disney
tm63504,Trailer Horn,MOVIE,"Donald and the chipmunks, Chip and Dale, are after each other again, this time when they come upon Donald vacationing in a trailer. When he goes swimming, they fool him by moving the diving board and end up wrecking his car.",1950,G,6,['comedy'],['US'],,,,,6.416,6.5,disney
tm156870,The Hockey Champ,MOVIE,Donald shows his nephews the moves that won him his hockey trophy. But the boys have a few moves of their own.,1939,,7,"['comedy', 'animation']",['US'],,,,,6.308,6.9,disney
tm141685,Ye Olden Days,MOVIE,"The princess is to wed the Prince against her wishes. When she refuses, the king locks her in the tower. Minstrel Mickey sees her and rescues her, making a rope from the clothes of lady-in-waiting Clarabell. The king spots them and prepares to chop off Mickey's head until Minnie intercedes. The king calls for a joust. Mickey wins and they live happily ever after.",1933,,8,['animation'],['US'],,,,,6.305,6.3,disney
tm112317,Three Blind Mouseketeers,MOVIE,"As the title implies, the three blind mice are musketeers. The cat sets a number of traps for them, which they all evade (apparently without realizing it) while he sleeps. The cat eventually wakes up and begins chasing them unsuccessfully, thanks to their teamwork.",1936,,9,['animation'],['US'],,,,,6.229,6.6,disney
tm62513,All in a Nutshell,MOVIE,"Donald steals Chip and Dale's nuts for his nut-butter shop, which is shaped like a giant walnut, Chip and Dale, roll and ""shoot"" Donald into a nearby lake.",1949,,7,['comedy'],['US'],,,,,6.195,6.8,disney
tm87845,Lend a Paw,MOVIE,"Jealous over Mickey's attention to a kitten, Pluto's devil-self argues with his angel-self over whether or not to rescue the kitten when it falls into a well.  The angel-self wins, and Pluto is treated like a hero.  In the end, he and the kitten become friends.",1941,G,8,['animation'],['US'],,,,,6.09,6.8,disney
tm116154,Toby Tortoise Returns,MOVIE,"Toby Tortoise is back, and this time he and Max Hare box instead of racing.",1936,,7,['animation'],['US'],,,,,5.967,6.1,disney
tm161054,Beach Picnic,MOVIE,"Donald Duck is at the beach and tries to ride a rubber horse. He notices Pluto sleeping at the shore and decides to have some fun with him by sending the rubber horse over to Pluto which completely mesmerizes him. Meanwhile, a tribe of ants abduct Donald's picnic lunch. Donald lays out fly paper to stop the ants. Pluto follows one of the ants and, of course, he and later Donald become enmeshed in the fly paper",1939,,8,['comedy'],['US'],,,,,5.963,6.303,disney
tm8162,Donald's Golf Game,MOVIE,"Donald Duck tries to exhibit his golfing ability to his nephews only to have them tease him with sneezes, noises and ""trick"" clubs. Finally, they put a grasshopper in a ball and it ""jumps"" all over.",1938,,8,"['comedy', 'animation']",['US'],,,,,5.941,6.2,disney
tm71199,How to Fish,MOVIE,"Goofy's demonstration of fishing is fouled up by his clumsy casting and fly fishing, and problems with his boat.",1942,,7,['comedy'],['US'],,,,,5.813,6.5,disney
tm78040,Canine Caddy,MOVIE,"Mickey's going golfing, and Pluto is his caddy. Besides the usual caddy duties, Pluto runs to the ball and points to it. But when the ball lands in a gopher hole, Pluto's got another task: chase the gopher. They eventually chase each other through a number of holes in a knoll where Mickey is trying to putt out, causing the knoll to collapse.",1941,,7,"['animation', 'comedy', 'family']",['US'],,,,,5.779,6.8,disney
tm76217,Mr. Mouse Takes a Trip,MOVIE,"Mickey is heading out on vacation from Burbank to Pomona, taking the train. The conductor, Pete, won't let him on with Pluto, so he hides Pluto in his suitcase, and tries to hide him all throughout the trip without much luck. But Pete wins when Pluto is hooked by a mail hook. Or does he?",1940,,8,['comedy'],['US'],,,,,5.737,6.6,disney
tm161340,The Golden Touch,MOVIE,"King Midas is visited by an elf; the elf turns his cat to gold, then claps his hands and it changes back. Midas begs for the golden touch, but the elf warns him it would be a curse to him. Midas insists. He dances about joyfully at first, but discovers the drawbacks when he sits down to dinner. Fearing death by starvation, he summons the elf and agrees to surrender everything he owns to have the curse lifted.",1935,,10,"['comedy', 'animation']",['US'],,,,,5.617,6.5,disney
tm78018,Chef Donald,MOVIE,Donald decides to try cooking along with a radio show.,1941,,7,['animation'],['US'],,,,,5.561,6.8,disney
tm164650,Goofy and Wilbur,MOVIE,"Goofy goes fishing with his best friend, Wilbur, a grasshopper.",1939,,8,['comedy'],['US'],,,,,5.479,6.392,disney
tm4822,How to Play Football,MOVIE,"Taking all the places on both teams, Goofy demonstrates the game of football with varying results, having problems with the coach and the goal post.",1944,,7,['animation'],['US'],,,,,5.474,6.8,disney
tm137537,The Pied Piper,MOVIE,"The people of Hamelin, overrun with rats, offer a bag of gold to anyone who can get rid of the rats. A piper offers to do the job, and successfully lures the rats into a mirage of cheese, which disappears. The citizens, disappointed that all he did was play a tune, offer only pocket change. The piper, angered, plays a new tune that has all the children of the city follow him, even the new twins the stork is preparing to deliver.",1933,,8,['animation'],['US'],,,,,5.442,6.4,disney
tm72295,The Olympic Champ,MOVIE,A narrator explains the history of the Olympic Games while Goofy demonstrates events.,1942,,7,['comedy'],['US'],,,,,5.328,6.6,disney
tm137697,Building a Building,MOVIE,"Mickey's a shovel operator and laborer at a construction site; Minnie is delivering box lunches; Pete is the foreman. Mickey pays more attention to Minnie than to his work, and keeps having accidents (mostly involving the blueprints Pete is holding). Pete steals Mickey's lunch, so Minnie offers him one on the house. While he's eating, Pete kidnaps Minnie; Mickey fights him, but the tide turns when Minnie dumps a load of hot rivets into Pete's pants...",1933,,7,['animation'],['US'],,,,,5.323,6.393,disney
tm94578,Chip an' Dale,MOVIE,"Donald needs a log for his fire. Unfortunately, the one he picks is occupied by a couple of chipmunks and their stash of acorns. When he cuts it down, Chip and Dale fall out, but their acorns stay behind, so they work at putting out Donald's fire and retrieving their stash. Donald, of course, takes this as calmly and cheerfully as you would expect.",1947,,7,"['comedy', 'animation']",['US'],,,,,5.242,6.7,disney
tm75668,Mr. Duck Steps Out,MOVIE,"Donald visits the house of his new love interest for their first known date. At first Daisy acts shy and has her back turned to her visitor. But Donald soon notices her tailfeathers taking the form of a hand and signaling for him to come closer. But their time alone is soon interrupted by Huey, Dewey and Louie who have followed their uncle and clearly compete with him for the attention of Daisy. Uncle and nephews take turns dancing the jitterbug with her while trying to get rid of each other. In their final effort the three younger Ducks feed their uncle maize in the process of becoming popcorn. The process is completed within Donald himself who continues to move wildly around the house while maintaining the appearance of dancing. The short ends with an impressed Daisy showering her new lover with kisses",1940,,8,['comedy'],['US'],,,,,5.241,6.4,disney
tm65604,Hawaiian Holiday,MOVIE,"Mickey, Donald, Goofy, and Pluto experience all that Hawaii has to offer. Donald tries hula dancing, Pluto explores the beach and Goofy takes up surfing!",1937,G,8,['comedy'],['US'],,,,,5.087,6.578,disney
tm1454,A Knight for a Day,MOVIE,"By accident, Cedric (Goofy), replaces his master, Sir Loinsteak, in the armor just before the joust with champion Sir Cumference.",1946,,7,['animation'],['US'],,,,,5.075,6.811,disney
tm76325,Donald's Dog Laundry,MOVIE,"With a rubber bone as a lure, Donald Duck tries to entice Pluto to try his mechanical dog washer. When the bone gives Pluto trouble, Donald tries a toy cat as a lure only to unexpectedly fall into the washer himself, get scrubbed and then hung out on the line to dry.",1940,,8,['comedy'],['US'],,,,,5.065,6.324,disney
tm100981,Mickey's Steam Roller,MOVIE,"While streetworker Mickey romances Minnie, Mickey's nephews Morty and Ferdie take control of his steamroller and it's full speed ahead on a very destructive ride.",1934,,6,['animation'],['US'],,,,,4.998,6,disney
tm71205,How to Play Baseball,MOVIE,"Goofy shows us the national pastime. After a brief overview, we have a demonstration of the many possible pitches. On to the World Series, where we go through an eventful inning, culminating in a baseball that disintegrates when being hit.",1942,,8,['comedy'],['US'],,,,,4.833,6.9,disney
tm117183,Elmer Elephant,MOVIE,"Little Elmer Elephant has a crush on Tillie Tiger and his affection is reciprocated. Trouble is, the pint-sized pachyderm is beset by bullies who ridicule his trunk and make his life miserable. Then a conflagration breaks out at Tillie's tree house.",1936,G,8,['animation'],['US'],,,,,4.81,6,disney
tm5399,"Wynken, Blynken & Nod",MOVIE,Three sleepy babies in a clog-boat sailing through the night sky attempt to fish with candy canes for very smart fish.,1938,,8,['animation'],['US'],,,,,4.802,6.343,disney
tm91651,Double Dribble,MOVIE,"A basketball game of Goofs (P.U. vs. U.U.) in which the players play furiously, often breaking the rules of the game. All of the players are named after Disney artists.",1946,,7,['animation'],['US'],,,,,4.722,6.4,disney
tm89100,Mickey's Delayed Date,MOVIE,"Even though Mickey's evening started slow and lazy, things get moving in a hurry when Minnie calls from outside the big dance, wondering why he's late. Luckily his best pal Pluto is happy to help wrangle the uncooperative evening wear and help get him out the door...without the tickets",1947,,7,"['comedy', 'animation']",['US'],,,,,4.567,6.5,disney
tm82574,The Little Whirlwind,MOVIE,"Mickey wants some of the cake Minnie has just baked, so he offers to clean up her yard. As he's working, a tiny tornado (smaller than him) with a mind of its own comes along and causes trouble. After Mickey finally chases the little twister off, it gets its big brother, which makes a grand mess of the yard. Most of the cartoon, except for the opening and closing, has no dialogue.",1941,,8,['comedy'],['US'],,,,,4.395,6.4,disney
tm7466,Mickey and the Seal,MOVIE,"Mickey accidentally takes a seal home, after it sneaks into his picnic basket. When Mickey takes a bath, the seal is discovered and Mickey returns him to the park. Later, however, Mickey and Pluto discover that the bathroom is filled with seals!",1948,,7,"['animation', 'comedy', 'family']",['US'],,,,,4.345,6.8,disney
tm64710,Pluto's Sweater,MOVIE,"Minnie Mouse knits a sweater for Pluto. When she puts it on him, Pluto does whatever he can to try to get it off, eventually shrinking it to the perfect size for Figaro.",1949,,7,['animation'],['US'],,,,,4.328,7,disney
tm7388,Mickey Down Under,MOVIE,"Mickey, in the Australian bush, throws a boomerang that gets caught in Pluto’s mouth. Mickey then discovers an egg of an emu. Unfortunately, the parent chases him, but Pluto and the boomerang zoom into his path, leaving the emu all tangled.",1948,,7,"['family', 'animation']",['US'],,,,,4.29,5.9,disney
tm103817,The Goddess of Spring,MOVIE,"The goddess is greeted by dancing flowers and fairies. The devil comes and takes her away to be his queen. She's despondent, as winter settles in above ground. But the devil isn't happy either, and offers anything to make her happy. They reach an agreement: she'll spend six months above ground and six below. Thus we have seasons.",1934,,9,['animation'],['US'],,,,,4.244,6.065,disney
tm86515,Figaro and Frankie,MOVIE,"Figaro is hungry for a small, yellow canary named Frankie but must pass a barrier; Minnie Mouse.",1947,G,7,"['family', 'animation']",['US'],,,,,4.129,6.7,disney
tm71616,How to Swim,MOVIE,Goofy's plans to give a swimming lesson and enjoy a day at the beach go awry.,1942,,8,['animation'],['US'],,,,,4.113,6.8,disney
tm8435,When the Cat's Away,MOVIE,"While Tom Cat goes away hunting, Mickey, Minnie, and their mouse friends break into his house and perform music. They play various tunes on the piano while the other mice hit household objects in tune to the music.",1929,,7,['animation'],['US'],,,,,4.054,5.7,disney
tm84573,The Art of Skiing,MOVIE,"Goofy, staying at the Sugar Bowl resort, demonstrates the basics of downhill skiing, which the titles and announcer insist is pronounced ""SHEEing"". The equipment is, of course, of the era. As you can imagine, Goofy has much trouble keeping his skis parallel and pointing downhill. The final ski jump conveniently lands Goofy right back in bed.",1941,,8,"['animation', 'comedy']",['US'],,,,,3.962,7,disney
tm80290,Swiss Family Robinson,MOVIE,A family setting out for a new life across the sea is shipwrecked on a deserted island. The family members collaborate to create a home for themselves in the jungle environment.,1940,,93,"['action', 'family']",['US'],,tt0033124,6.3,791,3.943,5.3,disney
tm65788,Food for Feudin',MOVIE,"Chip and Dale are busy collecting nuts and hiding them in a tree, when Pluto comes along and tries to hide his bone in the same tree. When all of the nuts end up in Pluto's dog house, Chip and Dale must come up with a way to get the nuts back.",1950,,7,"['family', 'animation']",['US'],,,,,3.906,6.6,disney
tm160220,Mickey's Kangaroo,MOVIE,"A friend in Australia has sent Mickey the kangaroo Hoppy, who with her pesky son drives Pluto completely to distraction. Mickey wants to train the kangaroos to be fighters, but they end up throwing him in his own hay-baling machine.",1935,,9,"['animation', 'comedy']",['US'],,,,,3.744,5.4,disney
tm76103,Pluto Junior,MOVIE,"Pluto and Pluto Junior are enjoying a lazy afternoon snooze when the playful pup tangles with a ball, a balloon, a worm, a bird, and a clothesline. Pluto rescues his son from a precarious situation, gets hung up in the process, but manages to land with a splash.",1942,,7,['animation'],['US'],,,,,3.513,6.5,disney
tm5618,Pluto's Purchase,MOVIE,"Mickey Mouse sends Pluto to buy sausage at the butcher shop, but Butch schemes to steal it.",1948,,7,['animation'],['US'],,,,,3.501,6.9,disney
