person_id,id,name,character,role,platform
1408428,tm192642,Shayn Solberg,Tom,ACTOR,disney
460623,tm192642,Chris Turner,Greg,ACTOR,disney
664878,tm192642,Christine Kennedy,Melissa,ACTOR,disney
53367,tm192642,Frank C. Turner,Bailiff,ACTOR,disney
1126661,tm192642,Marion Dodd,Reporter,ACTOR,disney
756870,tm192642,Ursula Martin,Party Mom,ACTOR,disney
422209,tm192642,Kevin DiCicco,Referee 2,ACTOR,disney
1941287,tm192642,Jessebel Mather,Andrea Framm,ACTOR,disney
1941844,tm192642,Kati Mather,Andrea Framm,ACTOR,disney
12528,tm192642,Charles Martin Smith,,DIRECTOR,disney
5470,ts20689,Bill Farmer,Goofy (voice),ACTOR,disney
24033,ts20689,Dana Hill,Max (voice),ACTOR,disney
528,ts20689,Jim Cummings,Pete (voice),ACTOR,disney
14964,ts20689,Rob Paulsen,P.J. (voice),ACTOR,disney
523,ts20689,April Winchell,Peg (voice),ACTOR,disney
39195,ts20689,Nancy Cartwright,Pistol (voice),ACTOR,disney
77945,tm119015,Scott Weinger,Aladdin (voice),ACTOR,disney
77946,tm119015,Linda Larkin,Princess Jasmine (voice),ACTOR,disney
77947,tm119015,Jonathan Freeman,Jafar (voice),ACTOR,disney
45769,tm119015,Gilbert Gottfried,Iago (voice),ACTOR,disney
527,tm119015,Dan Castellaneta,Genie (voice),ACTOR,disney
529,tm119015,Frank Welker,Abu the Monkey (voice),ACTOR,disney
80148,tm119015,Val Bettin,The Sultan of Agrabah (voice),ACTOR,disney
12464,tm119015,Jason Alexander,Abis Mal - the Chief of the Thieves (voice),ACTOR,disney
37056,tm119015,B.J. Ward,Street Mother (voice),ACTOR,disney
528,tm119015,Jim Cummings,Razoul (voice),ACTOR,disney
57148,tm119015,Liz Callaway,Princess Jasmine (singing voice),ACTOR,disney
77951,tm119015,Brad Kane,Aladdin (singing voice),ACTOR,disney
524,tm119015,Jeff Bennett,Thief (voice),ACTOR,disney
50250,tm119015,Toby Shelton,,DIRECTOR,disney
82672,tm119015,Alan Zaslove,,DIRECTOR,disney
49868,tm119015,Tad Stones,,DIRECTOR,disney
528,ts12215,Jim Cummings,Bonkers / Lucky Piquel (voice),ACTOR,disney
254378,ts12215,Karla DeVito,Miranda Wright (voice),ACTOR,disney
529,ts12215,Frank Welker,Fall Apart Rabbit (voice),ACTOR,disney
5478,ts12215,Sherry Lynn,Marilyn Piquel (voice),ACTOR,disney
5039,ts12215,Earl Boen,Kanifky (voice),ACTOR,disney
7065,ts12215,Ron Perlman,Sgt. Grating (voice),ACTOR,disney
16606,tm49681,Matthew Broderick,Inspector Gadget / Robo Gadget / John Brown,ACTOR,disney
10301,tm49681,Rupert Everett,Sanford Scolex / Dr. Claw,ACTOR,disney
28541,tm49681,Joely Fisher,Brenda / Robobrenda,ACTOR,disney
12681,tm49681,Michelle Trachtenberg,Penny,ACTOR,disney
16609,tm49681,Andy Dick,Kramer,ACTOR,disney
12834,tm49681,Cheri Oteri,Mayor Wilson,ACTOR,disney
28542,tm49681,Mike Hagerty,Sikes,ACTOR,disney
27941,tm49681,Dabney Coleman,Chief Quimby,ACTOR,disney
28543,tm49681,D.L. Hughley,Gadgetmobile (voice),ACTOR,disney
522,tm49681,René Auberjonois,Artemus Bradford,ACTOR,disney
12725,tm49681,Frances Bay,Thelma,ACTOR,disney
13516,tm49681,Mr. T,Himself,ACTOR,disney
12726,tm49681,Richard Kiel,Famous Big Guy with Silver Teeth,ACTOR,disney
28544,tm49681,Richard Lee-Sung,Famous Villain with Deadly Hat,ACTOR,disney
28545,tm49681,Bobby Bell,Famous Identifier of Sea Planes,ACTOR,disney
34945,tm49681,J.P. Manoux,Mayor's Sychophantic Assistant,ACTOR,disney
27095,tm49681,Brian George,Sore Guru,ACTOR,disney
440,tm49681,Andy Heyward,Mr. D.I.C. - Party Guest,ACTOR,disney
7570,tm49681,Don Adams,Brain (voice),ACTOR,disney
1518957,tm49681,Elise Horn,Pretty Girl,ACTOR,disney
1406526,tm49681,David Kellogg,,DIRECTOR,disney
4218,tm39792,Jeff Daniels,Tim O'Hara,ACTOR,disney
24356,tm39792,Elizabeth Hurley,Brace Channing,ACTOR,disney
5525,tm39792,Daryl Hannah,Lizzie,ACTOR,disney
5312,tm39792,Christopher Lloyd,Uncle Martin (The Martian),ACTOR,disney
4785,tm39792,Wallace Shawn,Dr. Elliott Coleye,ACTOR,disney
4083,tm39792,Christine Ebersole,Loralie Brown,ACTOR,disney
2824,tm39792,Michael Lerner,Mr. Channing,ACTOR,disney
38989,tm39792,T.K. Carter,Lenny,ACTOR,disney
7041,tm39792,Wayne Knight,"Zoot, Martin's Talking Space Suit (Voice)",ACTOR,disney
19399,tm39792,Ray Walston,Armitan,ACTOR,disney
8503,tm39792,Shelley Malil,Felix,ACTOR,disney
252009,tm39792,Jeremy Hotz,Billy,ACTOR,disney
57985,tm39792,Dawn Maxey,Salesgirl,ACTOR,disney
39145,tm39792,Steven Anthony Lawrence,Nurplex Kid,ACTOR,disney
14627,tm39792,Michael Chieffo,Earl Metz,ACTOR,disney
25984,tm39792,Troy Evans,Captain Dalton,ACTOR,disney
83292,tm39792,Arthur Senzy,Cmdr. Murdoch,ACTOR,disney
6216,tm39792,Charles Rahi Chun,Radar Controller,ACTOR,disney
25354,tm39792,Michael Dempsey,Van Gundy,ACTOR,disney
14641,tm39792,David St. James,Prescott,ACTOR,disney
481907,tm39792,Dee Anne Helsel,Dressing Room Woman,ACTOR,disney
227995,tm39792,Lorin McCraley,Cool Dude,ACTOR,disney
95487,tm39792,Ken Thorley,KTSC Floor Manager,ACTOR,disney
62700,tm39792,Tom Hallick,Howard Greenly,ACTOR,disney
33105,tm39792,Barry Pearl,News Director,ACTOR,disney
35584,tm39792,Buck Kartalian,Muscle Man,ACTOR,disney
57583,tm39792,Steve Bond,The Seti Group Driver,ACTOR,disney
396753,tm39792,Sylvester Terkay,Huge Guard,ACTOR,disney
23800,tm39792,Michael Bailey Smith,Big Guard,ACTOR,disney
1405931,tm39792,Christian Keiber,Guard at Clearing,ACTOR,disney
16461,tm39792,Debra Christofferson,Mrs. Butz,ACTOR,disney
20484,tm39792,Donald Petrie,,DIRECTOR,disney
12135,tm50981,Kevin Zegers,Josh Framm,ACTOR,disney
56595,tm50981,Gregory Harrison,Dr. Patrick Sullivan,ACTOR,disney
4023,tm50981,Cynthia Stevenson,Jackie Framm,ACTOR,disney
9253,tm50981,Nora Dunn,Natalya,ACTOR,disney
408651,tm50981,Perry Anzilotti,Popov,ACTOR,disney
11233,tm50981,Robert Costanzo,Coach Fanelli,ACTOR,disney
1408428,tm50981,Shayn Solberg,Tom,ACTOR,disney
29738,tm50981,Tim Conway,Fred Davis,ACTOR,disney
120054,tm50981,Dick Martin,Phil Phil,ACTOR,disney
53367,tm50981,Frank C. Turner,Official,ACTOR,disney
1838713,tm50981,Shahai Khademi,Juan,ACTOR,disney
1839448,tm50981,Matt Coughin,Football Player - Giants,ACTOR,disney
1839794,tm50981,Marcus Turner,Giants Quarterback,ACTOR,disney
17692,tm50981,Jay Brazeau,Official,ACTOR,disney
68035,tm50981,Richard Martin,,DIRECTOR,disney
37715,ts10198,Christy Carlson Romano,Ren Stevens,ACTOR,disney
7690,ts10198,Shia LaBeouf,Louis Stevens,ACTOR,disney
106639,ts10198,Nick Spano,Donnie Stevens,ACTOR,disney
25460,ts10198,Tom Virtue,Steve Stevens,ACTOR,disney
36270,ts10198,Donna Pescow,Eileen Stevens,ACTOR,disney
5657,tm22055,Ralph Eggleston,Bird (voice) (uncredited),ACTOR,disney
5657,tm22055,Ralph Eggleston,,DIRECTOR,disney
29784,tm22701,Matt O'Leary,Adam Hansen,ACTOR,disney
475,tm22701,Laura Vandervoort,Chelsea Hansen,ACTOR,disney
8667,tm22701,Myles Jeffrey,Taylor Hansen,ACTOR,disney
32692,tm22701,Caroline Rhea,Lynette Hansen,ACTOR,disney
58263,tm22701,Charles Shaughnessy,Dimitri Denatos,ACTOR,disney
31443,tm22701,Robert Carradine,Malachi Van Helsing,ACTOR,disney
8858,tm22701,Patrick Gallagher,Bone,ACTOR,disney
116239,tm22701,Karl Pruner,Count Krelski,ACTOR,disney
398329,tm22701,Robyn Palmer,Fair Maiden,ACTOR,disney
170671,tm22701,Cameron Graham,Victor,ACTOR,disney
59374,tm22701,Jake Epstein,Duffy,ACTOR,disney
51860,tm22701,J. Adam Brown,Boomer,ACTOR,disney
508823,tm22701,John Dewey Carter,Duffy's Brother,ACTOR,disney
27856,tm22701,Kim Roberts,Miss Cruson,ACTOR,disney
52670,tm22701,Shane Daly,Muscle Man,ACTOR,disney
57041,tm22701,Desmond Campbell,Bouncer,ACTOR,disney
17439,tm22701,Phillip Jarrett,Manager,ACTOR,disney
30606,tm22701,Joanne Boland,Tiffany,ACTOR,disney
1527593,tm22701,Adeel Ahmad,Cabby,ACTOR,disney
391774,tm22701,Keith Kemps,Potential Date #1,ACTOR,disney
442688,tm22701,Stephanie Knight Thomas,Waitress,ACTOR,disney
63406,tm22701,Steve Boyum,,DIRECTOR,disney
2804724,ts25438,Tony James,Tony,ACTOR,disney
12169,ts22023,Tate Donovan,Hercules (voice),ACTOR,disney
20232,ts22023,French Stewart,Icarus (voice),ACTOR,disney
23816,ts22023,Sandra Bernhard,Cassandra (voice),ACTOR,disney
12171,ts22023,James Woods,Hades (voice),ACTOR,disney
11233,ts22023,Robert Costanzo,Philoctetes (voice),ACTOR,disney
10370,ts22023,Robert Stack,Bob (voice),ACTOR,disney
4680,ts22023,Diedrich Bader,Adonis (voice),ACTOR,disney
5579,ts22023,Matt Frewer,Panic (voice),ACTOR,disney
6644,ts22023,Jodi Benson,Helen of Troy (voice),ACTOR,disney
19829,ts22023,Corey Burton,Zeus (voice),ACTOR,disney
529,ts22023,Frank Welker,Pegasus (voice),ACTOR,disney
12172,ts22023,Bobcat Goldthwait,Pain (voice),ACTOR,disney
2250,ts22023,Jennifer Jason Leigh,Tempest (voice),ACTOR,disney
22796,ts21022,Nathan Lane,,ACTOR,disney
25157,ts21022,Cree Summer,,ACTOR,disney
14827,ts21022,David Ogden Stiers,,ACTOR,disney
55489,ts21022,Debra Jo Rupp,,ACTOR,disney
39986,ts21022,Jerry Stiller,,ACTOR,disney
98540,ts21022,Kevin Schon,,ACTOR,disney
14964,ts21022,Rob Paulsen,,ACTOR,disney
39135,ts21022,Shaun Fleming,,ACTOR,disney
4785,ts21022,Wallace Shawn,,ACTOR,disney
14136,ts21063,Pamela Adlon,Dewey Duck (voice),ACTOR,disney
5472,ts21063,Pat Fraley,,ACTOR,disney
19829,ts21063,Corey Burton,Ludwig Von Drake (voice),ACTOR,disney
95744,ts21063,Jeannie Elias,Huey Duck (voice),ACTOR,disney
50245,ts21063,Tony Anselmo,Donald Duck (voice),ACTOR,disney
523,ts21063,April Winchell,,ACTOR,disney
1953,ts21063,Kath Soucie,Daisy Duck (voice),ACTOR,disney
24625,ts21063,Tim Curry,Moltoc (voice),ACTOR,disney
531,ts21063,Brad Garrett,,ACTOR,disney
37543,ts21063,Roger Rose,,ACTOR,disney
13524,ts21063,Elizabeth Daily,Louie Duck,ACTOR,disney
5470,ts21063,Bill Farmer,Pluto,ACTOR,disney
798424,ts21063,Rune Alstedt,Donald Duck,ACTOR,disney
798455,ts21063,Eirik Espolin Johnson,Dole,ACTOR,disney
798441,ts21063,Nils-Martin Crawfurd,Doffen,ACTOR,disney
428915,ts21063,Siv Klynderud,Dolly Duck,ACTOR,disney
336306,ts21063,Erik Skøld,Ole,ACTOR,disney
441758,ts21063,Nicolay Lange-Nielsen,Kent,ACTOR,disney
50638,tm52424,David Gallagher,Richie Rich,ACTOR,disney
1294,tm52424,Eugene Levy,Professor Keenbean,ACTOR,disney
82135,tm52424,Keene Curtis,Herbert Cadbury,ACTOR,disney
32503,tm52424,Jake Richardson,Reggie Van Dough,ACTOR,disney
217,tm52424,Martin Mull,Richard Rich,ACTOR,disney
21597,tm52424,Lesley Ann Warren,Regina Rich,ACTOR,disney
33072,tm52424,Richard Fancy,Mr. Van Dough,ACTOR,disney
30882,tm52424,Marla Maples,Mrs. Van Dough,ACTOR,disney
12681,tm52424,Michelle Trachtenberg,Gloria,ACTOR,disney
44904,tm52424,Blake Jeremy Collins,Freckles,ACTOR,disney
35396,tm52424,Austin Stout,Pee Wee,ACTOR,disney
5666,tm52424,Kathleen Freeman,Miss Peabody,ACTOR,disney
3072,tm52424,Richard Riehle,Sgt. Mooney,ACTOR,disney
450867,tm52424,Don McLeod,Irona/Evil Irona,ACTOR,disney
175229,tm52424,Rex Smith,Rudy,ACTOR,disney
5814,tm52424,Christopher Boyer,Hudson,ACTOR,disney
53272,tm52424,Michael McDonald,Montgomery,ACTOR,disney
6076,tm52424,Robert Peters,Hungry Officer,ACTOR,disney
514814,tm52424,Candi Brough,Verva Twin #1,ACTOR,disney
514815,tm52424,Randi Brough,Verva Twin #2,ACTOR,disney
379205,tm52424,Billy Burnette,Nigel,ACTOR,disney
379675,tm52424,Jim Jackman,Shorty,ACTOR,disney
216451,tm52424,Janet Wood,Bank Teller,ACTOR,disney
1277547,tm52424,Claire Andrew,Baby Ritchie Rich,ACTOR,disney
724568,tm52424,John Crane,Slim,ACTOR,disney
972570,tm52424,Cody Weselis,Billy,ACTOR,disney
2067219,tm52424,Steven Cragg,Jeeves,ACTOR,disney
462308,tm52424,Julianna Lavin,Sitcom Mom,ACTOR,disney
477066,tm52424,Michael Bonnabel,Sitcom Dad,ACTOR,disney
2006693,tm52424,Sue Ellen Enright,TV Reporter,ACTOR,disney
455557,tm52424,Tawny Fere,Neighbor,ACTOR,disney
2156682,tm52424,Ken Odom,Angry Bystander,ACTOR,disney
2735897,tm52424,Preston Ahearn,Dismayed Bystander,ACTOR,disney
724533,tm52424,Manny Fernandez,Fast Shopper,ACTOR,disney
757271,tm52424,Larry Robbins,Jolly Santa,ACTOR,disney
499365,tm52424,Patricia Elliott,Hazel,ACTOR,disney
1552074,tm52424,Nezben Deason,Good Looking Kid,ACTOR,disney
2646620,tm52424,Joe Torrenueva,Prison Guard,ACTOR,disney
7926,tm52424,Phil Hawn,Neighbor (uncredited),ACTOR,disney
92139,tm52424,Mary Ann Schmidt,Lab Scientist (uncredited),ACTOR,disney
159012,tm52424,John Murlowski,,DIRECTOR,disney
71020,tm113590,Mackenzie Astin,Will Stoneman,ACTOR,disney
9056,tm113590,Kevin Spacey,Harry Kingsley,ACTOR,disney
2325,tm113590,Brian Cox,Angus McTeague,ACTOR,disney
14827,tm113590,David Ogden Stiers,J.W. Harper,ACTOR,disney
13545,tm113590,August Schellenberg,Ned Dodd,ACTOR,disney
16598,tm113590,Rex Linn,Joe McPherson,ACTOR,disney
62513,tm113590,John Terry,Jack Stoneman,ACTOR,disney
1300882,tm113590,Ron Winters,Spirit Guide #2,ACTOR,disney
3072,tm113590,Richard Riehle,Burton,ACTOR,disney
55495,tm113590,George Gerdes,Borg Guillarson,ACTOR,disney
477786,tm113590,Jeffrey Alan Chandler,De Fontaine,ACTOR,disney
55934,tm113590,Michael Laskin,Simon Lambert,ACTOR,disney
507667,tm113590,Penelope Windust,Maggie Stoneman,ACTOR,disney
35654,tm113590,James Cada,Peter Swenson,ACTOR,disney
1300847,tm113590,Allan 'RJ' Joseph,Albert Carey,ACTOR,disney
1300431,tm113590,Alvin William 'Dutch' Lunak,Gabriel Carey,ACTOR,disney
58157,tm113590,Tony Griffin,Mike Riley,ACTOR,disney
6707,tm113590,Jeff Hochendoner,Groven,ACTOR,disney
700407,tm113590,Rusty Hendrickson,Devereaux,ACTOR,disney
1300855,tm113590,Paige Litfin,Becky,ACTOR,disney
871466,tm113590,Marcus Klemp,Ward,ACTOR,disney
1300874,tm113590,Richard Hughes,Conductor Brawley,ACTOR,disney
191049,tm113590,Dan Chambers,Cameraman Reporter,ACTOR,disney
1114427,tm113590,Wayne A. Evenson,Potter,ACTOR,disney
444826,tm113590,Stan Garner,Brakeman,ACTOR,disney
1300863,tm113590,Ed Dallas,Gunnar Tvelt,ACTOR,disney
1300866,tm113590,Jerry Allan,Remy,ACTOR,disney
1300869,tm113590,Karl Randa,Thordur Thorenson,ACTOR,disney
1300873,tm113590,Jim Olsen,Mayor Of Winnipeg,ACTOR,disney
1300880,tm113590,David Nason,Spirit Guide #1,ACTOR,disney
1300289,tm113590,Gerald DePerry,Spirit Guide #3,ACTOR,disney
1300291,tm113590,Aaron Houseman,Guard,ACTOR,disney
1300531,tm113590,Henry Novotny,Kaiser Bill,ACTOR,disney
1300779,tm113590,Karen Clift,Soprano Singer,ACTOR,disney
57727,tm113590,Benjamin Salisbury,Scout #1,ACTOR,disney
1300494,tm113590,Brian Grussing,Scout #2,ACTOR,disney
440600,tm113590,Don Maloney,Sergeant,ACTOR,disney
853906,tm113590,William John Murphy,Reporter #2,ACTOR,disney
1300776,tm113590,Davio Dakotablu,Waiter,ACTOR,disney
1300294,tm113590,Brittany Haid,Young Woman,ACTOR,disney
644549,tm113590,Elisabeth Harmon-Haid,Blacksmith's Wife,ACTOR,disney
1300589,tm113590,McKegney Barr,Pretty Woman,ACTOR,disney
1300775,tm113590,Marvin Defoe Jr.,Native American at Train Depot,ACTOR,disney
1300739,tm113590,Sheldon Aubut,Man,ACTOR,disney
1300766,tm113590,Beau,Gus,ACTOR,disney
70336,tm113590,Charles Haid,,DIRECTOR,disney
173993,ts25439,Gwen Shepherd,Opal Otter (voice),ACTOR,disney
22768,ts25439,Jackie Hoffman,Connie Crane (voice),ACTOR,disney
98915,ts25439,Corinne Orr,Shirley Duck (voice),ACTOR,disney
487823,ts25439,Nancy Giles,Aunt Anna Otter (voice),ACTOR,disney
2144565,ts25439,Jenell Slack-Wilson,Jelly Otter (voice),ACTOR,disney
2144408,ts25439,Gina Marie Tortorici,Butter Otter (voice),ACTOR,disney
80851,ts25439,Adam Rose,Peanut Otter (voice),ACTOR,disney
101919,ts25439,Chris Phillips,Ernest Otter (voice),ACTOR,disney
8990,ts25439,Jason Harris,Munchy Beaver (voice),ACTOR,disney
79099,ts25439,Caitlin Hale,Pinch Raccoon (voice),ACTOR,disney
9870,ts25439,Dave Foley,Flick Duck (voice),ACTOR,disney
1286250,ts25439,Eddie Korbich,Ootsie Snootie (voice),ACTOR,disney
434336,ts25439,Lara Jill Miller,Bootsie Snootie (voice),ACTOR,disney
469402,ts25439,Bruce Bayley Johnson,Mayor Jeff Otter (voice),ACTOR,disney
30982,tm54352,Robby Benson,Beast (voice),ACTOR,disney
42021,tm54352,Paige O'Hara,Belle (voice),ACTOR,disney
14827,tm54352,David Ogden Stiers,Cogsworth (voice),ACTOR,disney
33401,tm54352,Jerry Orbach,Lumiere (voice),ACTOR,disney
444989,tm54352,Anne Rogers,Mrs. Potts (voice),ACTOR,disney
212331,tm54352,Gregory Grudt,Chip (voice),ACTOR,disney
52464,tm54352,Kimmy Robertson,Fifi (voice),ACTOR,disney
529,tm54352,Frank Welker,Sultan (voice),ACTOR,disney
524,tm54352,Jeff Bennett,Crane (voice),ACTOR,disney
528,tm54352,Jim Cummings,Webster (voice),ACTOR,disney
14964,tm54352,Rob Paulsen,LePlume (voice),ACTOR,disney
523,tm54352,April Winchell,Chandeleria (voice),ACTOR,disney
97817,tm54352,Jo Anne Worley,Wardrobe (voice),ACTOR,disney
115697,tm54352,Cullen Blaine,,DIRECTOR,disney
115696,tm54352,Dale Case,,DIRECTOR,disney
29259,tm17754,Michael J. Pagan,Scott Marshall,ACTOR,disney
73538,tm17754,Robert Townsend,Jim Marshall / Bronze Eagle,ACTOR,disney
24355,tm17754,Alex Datcher,Judy Marshall / Warrior Woman,ACTOR,disney
37536,tm17754,Sherman Hemsley,Edward Marshall / Steel Condor,ACTOR,disney
14268,tm17754,Kevin Connolly,Malcolm,ACTOR,disney
37668,tm17754,Olivia Burnette,Nina,ACTOR,disney
39133,tm17754,Kasan Butcher,Adam Marshall / Silver Charger,ACTOR,disney
1336783,tm17754,Arreale Davis,Molly Marshall,ACTOR,disney
20610,tm17754,Christopher Marquette,Randy,ACTOR,disney
1397534,tm17754,Kit Mallet,Thug #3,ACTOR,disney
73538,tm17754,Robert Townsend,,DIRECTOR,disney
40206,tm13851,Patrick Swayze,Pecos Bill,ACTOR,disney
16277,tm13851,Oliver Platt,Paul Bunyan,ACTOR,disney
15701,tm13851,Roger Aaron Brown,John Henry,ACTOR,disney
5035,tm13851,Nick Stahl,Daniel Hackett,ACTOR,disney
6354,tm13851,Scott Glenn,J.P. Stiles,ACTOR,disney
3084,tm13851,Stephen Lang,Jonas Hackett,ACTOR,disney
4518,tm13851,Jared Harris,Head Thug Pug,ACTOR,disney
11465,tm13851,Catherine O'Hara,Calamity Jane,ACTOR,disney
7751,tm13851,Burgess Meredith,Old Man (uncredited),ACTOR,disney
18647,tm13851,Scott Wilson,Zeb,ACTOR,disney
2568,tm13851,William H. Macy,Railroad Magnate,ACTOR,disney
454688,tm13851,Moira Sinise,Mary Hackett,ACTOR,disney
12814,tm13851,Jeremiah S. Chechik,,DIRECTOR,disney
96606,ts5504,Quinton Flynn,Johnny Storm (voice),ACTOR,disney
33017,ts5504,Brian Austin Green,Human Torch (voice),ACTOR,disney
100671,ts5504,Beau Weaver,Mr. Fantastic (voice),ACTOR,disney
5647,ts5504,Lori Alan,Invisible Woman (voice),ACTOR,disney
9565,tm191851,Christina Ricci,Patti,ACTOR,disney
12771,tm191851,Doug E. Doug,Zeke,ACTOR,disney
17294,tm191851,Dean Jones,Mr. Flint,ACTOR,disney
32267,tm191851,Peter Boyle,Pa,ACTOR,disney
214,tm191851,Michael McKean,Peter Randall,ACTOR,disney
54464,tm191851,Dyan Cannon,Mrs. Flint,ACTOR,disney
10441,tm191851,George Dzundza,Boetticher,ACTOR,disney
23293,tm191851,Bess Armstrong,Judy Randall,ACTOR,disney
2290,tm191851,John Ratzenberger,Dusty,ACTOR,disney
14898,tm191851,Megan Cavanagh,Lu,ACTOR,disney
22346,tm191851,Estelle Parsons,Old Lady McCracken,ACTOR,disney
93460,tm191851,Rebecca Schull,Ma,ACTOR,disney
307,tm191851,Thomas F. Wilson,Melvin,ACTOR,disney
23538,tm191851,Brian Haley,Marvin,ACTOR,disney
15011,tm191851,Mark Christopher Lawrence,Rollo,ACTOR,disney
9376,tm191851,Rebecca Koon,Lizzie,ACTOR,disney
2990,tm191851,Ned Bellamy,Agent #1,ACTOR,disney
756946,tm191851,Rob Cleveland,Agent #3,ACTOR,disney
446240,tm191851,Jeffrey King,Agent #4,ACTOR,disney
20127,tm191851,Tom Turbiville,Field Agent #1,ACTOR,disney
48629,tm191851,Libby Whittemore,Another Agent,ACTOR,disney
804254,tm191851,Cassandra Lawton,Newscaster,ACTOR,disney
3192,tm191851,Margo Moorer,Teacher,ACTOR,disney
804244,tm191851,Hillary Tolle,Kid #1,ACTOR,disney
501474,tm191851,Paula Jones,Kid #2,ACTOR,disney
330744,tm191851,Kinsey McLean,Kid #3,ACTOR,disney
663124,tm191851,Jon Kohler,Hollywood Cat Choreographer,ACTOR,disney
11958,tm191851,Wilbur Fitzgerald,Scientist #1,ACTOR,disney
669374,tm191851,Terrence Gibney,Scientist #2,ACTOR,disney
804251,tm191851,Harvey Reaves,Cop #1,ACTOR,disney
151926,tm191851,Michael Genevie,Cop #2,ACTOR,disney
444716,tm191851,Bill Coates,Old Ticket Man,ACTOR,disney
22663,tm191851,Alex Van,Trash Man,ACTOR,disney
804248,tm191851,Michelle Benjamin Cooper,Female Nurse,ACTOR,disney
467117,tm191851,Stephen Michael Ayers,Disbelieving Cop #1,ACTOR,disney
804424,tm191851,Douglas Myers,Judge,ACTOR,disney
804425,tm191851,Frank Smith,Announcer,ACTOR,disney
804267,tm191851,LaRue Stanley,Widow,ACTOR,disney
804417,tm191851,David Wayne Evans,Agent,ACTOR,disney
804258,tm191851,Margaret Ellis,Agent,ACTOR,disney
804260,tm191851,Michael Banks,Helicopter Pilot,ACTOR,disney
722577,tm191851,James Start,Milkman,ACTOR,disney
20489,tm191851,Stuart Pankin,Smoker in Fur Coat,ACTOR,disney
804265,tm191851,Tracy Walker,Customer,ACTOR,disney
349634,tm191851,Brad Sherwood,Agent #2,ACTOR,disney
63950,tm191851,Bob Spiers,,DIRECTOR,disney
6651,tm61632,Erik von Detten,Andy 'Brink' Brinker,ACTOR,disney
54334,tm61632,Sam Horrigan,Val,ACTOR,disney
18313,tm61632,Christina Vidal,Gabriella,ACTOR,disney
142205,tm61632,Robin Riker,Maddie,ACTOR,disney
3216,tm61632,Geoffrey Blake,Jimmy,ACTOR,disney
235556,tm61632,Walter Jones,Boomer,ACTOR,disney
287258,tm61632,Patrick Levis,Peter,ACTOR,disney
25485,tm61632,Joey Simmrin,Arne,ACTOR,disney
1711476,tm61632,Asher Gold,Jordon,ACTOR,disney
44912,tm61632,Katie Volding,Katie Brinker,ACTOR,disney
27039,tm61632,David Graf,Ralph Brinker,ACTOR,disney
1711340,tm61632,Jake Elliot,B. J.,ACTOR,disney
1418576,tm61632,Neil Daly,Skateboard Leader,ACTOR,disney
25460,tm61632,Tom Virtue,Science Teacher,ACTOR,disney
140488,tm61632,Bonnie Hellman,Teacher,ACTOR,disney
661664,tm61632,Cynthia Avila,Mrs. DeLama,ACTOR,disney
204721,tm61632,David Douglas,Championship M. C.,ACTOR,disney
599755,tm61632,Greg Beeman,,DIRECTOR,disney
93387,tm51884,Thomas McHugh,Doug Funnie / Lincoln (voice),ACTOR,disney
92694,tm51884,Fred Newman,Skeeter / Mr. Dink / Porkchop / Ned (voice),ACTOR,disney
101919,tm51884,Chris Phillips,Roger Klotz / Boomer / Larry / Mr. Chiminy (voice),ACTOR,disney
93388,tm51884,Constance Shulman,Patti Mayonnaise (voice),ACTOR,disney
529,tm51884,Frank Welker,Herman Melville (voice),ACTOR,disney
91600,tm51884,Doug Preis,Mr. Funnie / Mr. Bluff / Willie / Chalky (voice),ACTOR,disney
1560585,tm51884,Guy Hadley,Guy Graham (voice),ACTOR,disney
82071,tm51884,Alice Playten,Beebe Bluff / Elmo (voice),ACTOR,disney
1286250,tm51884,Eddie Korbich,Al Sleech / Moo Sleech / RoboCrusher (voice),ACTOR,disney
2493662,tm51884,David O'Brien,Stentorian Announcer (voice),ACTOR,disney
10998,tm51884,Doris Belack,Mayor Tippi Dink (voice),ACTOR,disney
93384,tm51884,Becca Lish,Judy Funnie / Mrs. Funnie / Connie (voice),ACTOR,disney
93386,tm51884,Greg Lee,Principal White (voice),ACTOR,disney
2493824,tm51884,Bob Bottone,Bluff Assistant (voice),ACTOR,disney
469402,tm51884,Bruce Bayley Johnson,Mr. Swirly (voice),ACTOR,disney
45514,tm51884,Fran Brill,Mrs. Perigrew (voice),ACTOR,disney
37299,tm51884,Melissa Greenspan,Briar Langolier (voice),ACTOR,disney
5481,tm51884,Mickie McGowan,Additional Voices (voice),ACTOR,disney
5478,tm51884,Sherry Lynn,Additional Voice (voice),ACTOR,disney
5462,tm51884,Rodger Bumpass,Additional Voices (voice),ACTOR,disney
5468,tm51884,Paul Eiding,Additional Voices (voice),ACTOR,disney
4898,tm51884,Jackie Gonneau,Additional Voices (voice),ACTOR,disney
5478,tm51884,Sherry Lynn,Additional Voices (voice),ACTOR,disney
5484,tm51884,Phil Proctor,Additional Voices (voice),ACTOR,disney
105936,tm51884,Claudette Wells,Additional Voices (voice),ACTOR,disney
253342,tm51884,Maurice Joyce,,DIRECTOR,disney
16473,tm27619,Taylor Handley,Pete Riley,ACTOR,disney
57287,tm27619,Corinne Bohrer,Julie Riley,ACTOR,disney
56414,tm27619,Caitlin Wachs,Karen Riley,ACTOR,disney
21556,tm27619,Jacob Smith,Brian Riley,ACTOR,disney
17222,tm27619,John Novak,George,ACTOR,disney
